,genre,code,name,type,startdate,enddate,target,level,url
160,자기계발,ASP00001J101020120001134,한자급수대비반 [온라인수강신청] ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1921&Page=2
161,신기술,ASP00001S1001201200762,어르신을 위한 디지털 라이프,온라인,2012-03-12,2015-02-28,인터넷을 통해 편리한 생활을 누리고 싶은 어르신,초급,없음
161,예술,ASP00001J101020120001133,토요바둑 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1922&Page=2
162,자기계발,ASP00001S1001201550452,[주택관리사] 민법-문제풀이(2015) ,온라인,2015-06-12,2015-12-31,없음,고급,없음
162,예술,ASP00001J101020120001185,경기민요 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1906&Page=5
163,자기계발,ASP00001S1001201550453,[주택관리사] 공동주택 시설개론-문제풀이(2015),온라인,2015-06-12,2015-12-31,없음,고급,없음
163,예술,ASP00001J101020120001119,경기민요 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1906&Page=1
164,자기계발,ASP00001J101020120001125,EBS수리셈 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1936&Page=1
164,신기술,ASP00001S1001201200763,실무예제로 배우는 프레젠테이션고급(파워포인트2010),온라인,2012-03-12,2015-02-28,파워포인트 실력을 중급으로 올리고 싶은 분,중급,없음
165,자기계발,ASP00001S1001201550454,[주택관리사] 회계원리-문제풀이(2015),온라인,2015-06-12,2015-12-31,없음,고급,없음
165,자기계발,ASP00001J101020120001163,EBS수리셈 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1936&Page=2
166,신기술,ASP00001S1001201200764,실무예제로 배우는 표계산 고급(엑셀2010),온라인,2012-03-12,2014-02-28,엑셀 2010 표계산 고급 기능을 실무예제를 통해 학습하고 싶은 분,중급,없음
166,예술,ASP00001J101020120001175,창의가베 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1919&Page=3
167,신기술,ASP00001S1001201200765,실무예제로 배우는 이미지편집 고급(포토샵CS5),온라인,2012-03-12,2013-12-31,실무예제로 배우는 이미지편집 고급(포토샵CS5) 학습하고 싶은 분,중급,없음
167,예술,ASP00001J101020120001136,창의가베 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1919&Page=2
168,자기계발,ASP00001S1001201550456,2015년 경비지도사[기본이론]경비업법(NEW),온라인,2015-06-15,2015-12-31,경비지도사 자격 취득을 원하는 분,초급,없음
168,예술,ASP00001J101020120001166,목요 통기타 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1931&Page=2
169,예술,ASP00001J101020120001128,목요 통기타 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1931&Page=1
169,신기술,ASP00001S1001201200766,실무예제로 배우는 문서편집 고급(한글2007),온라인,2012-03-12,2014-02-28,실무예제로 배우는 문서편집 고급(한글2007)을 학습하고 싶은 분,초급,없음
170,예술,ASP00001J101020120001127,바이올린 심화 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1933&Page=1
170,신기술,ASP00001S1001201550458,사이버 청렴교육,온라인,2015-06-22,2015-12-31,공공기관 소속 현직 공직자  ,입문,없음
171,신기술,ASP00001S1001201200767,쉬운HTML_자바스크립트 활용,온라인,2012-03-12,2015-12-31,쉬운HTML_자바스크립트 활용을 학습하고 싶은 분,초급,없음
171,체육,ASP00001J101020120001138,아동발레 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1917&Page=3
172,예술,ASP00001J101020120001126,바이올린 기초 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1934&Page=1
172,기타,ASP00001S1001201550459,알기쉬운 공직자 행동강령,온라인,2015-06-22,2015-12-31,공공기관 소속 현직 공직자    ,입문,없음
173,신기술,ASP00001S1001201200768,디지털영상제작,온라인,2012-03-12,2014-02-28,디지털영상제작을 학습하고 싶은 분,초급,없음
173,체육,ASP00001J101020120001176,아동발레 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1917&Page=4
174,자기계발,ASP00001S1001201550460,[전기기사실기]단기간에 끝낼 수 있는 실기 총 정리_1,온라인,2015-06-22,2015-12-31,'전기기사 전기산업기사 취득을 원하는 분',중급,없음
174,예술,ASP00001J101020120001118,예쁜손글씨POP자격증대비반(성인) [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1907&Page=1
175,신기술,ASP00001S1001201200769,디지털시민시리즈,온라인,2012-03-12,2015-12-31,디지털시민이 되고 싶은 분,초급,없음
175,체육,ASP00001J101020120001180,요가B [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1913&Page=4
176,자기계발,ASP00001S1001201550462,[전기기사실기]단기간에 끝낼 수 있는 실기 총 정리_4,온라인,2015-06-22,2015-12-31,'전기기사 전기산업기사 취득을 원하는 분',중급,없음
176,예술,ASP00001J101020120001182,성인드럼 [온라인수강신청] ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1910&Page=4
177,신기술,ASP00001S1001201200770,데이터베이스 실무,온라인,2012-03-12,2015-12-31,데이터베이스 실무를 학습하고 싶은 분,중급,없음
177,예술,ASP00001J101020120001130,초등재미미술 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1928&Page=2
178,자기계발,ASP00001S1001201550463,[전기기사실기]단기간에 끝낼 수 있는 실기 총 정리_5,온라인,2015-06-22,2015-12-31,없음,중급,없음
178,예술,ASP00001J101020120001209,예쁜손글씨POP자격증대비반(성인) [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1907&Page=5
179,신기술,ASP00001S1001201200771,데이터 거버넌스,온라인,2012-03-12,2015-12-31,데이터 거버넌스를 학습하고 싶은 분,초급,없음
179,예술,ASP00001J101020120001164,바이올린 심화 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1933&Page=2
180,자기계발,ASP00001S1001201550464,[전기기사실기]단기간에 끝낼 수 있는 실기 총 정리_3,온라인,2015-06-22,2015-12-31,'전기기사 전기산업기사 취득을 원하는 분',중급,없음
180,예술,ASP00001J101020120001169,초등재미미술 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1928&Page=3
181,자기계발,ASP00001S1001201550465,[전기기사] 과년도 10개년 문제풀이해설강의 2014,온라인,2015-06-22,2015-12-31,전기기사 취득을 원하는 분,초급,없음
181,예술,ASP00001J101020120001117,성인드럼 [온라인수강신청] ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1910&Page=1
182,신기술,ASP00001S1001201200772,녹색 정보화,온라인,2012-03-12,2015-12-31,녹색 정보화를 학습하고 싶은 분,초급,없음
182,체육,ASP00001J101020120001184,다이어트벨리댄스 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1908&Page=4
183,신기술,ASP00001S1001201200749,IT 거버넌스,온라인,2012-03-12,2015-12-31,IT 거버넌스를 배우고 싶은 분,초급,없음
183,예술,ASP00001J101020120001116,성인통기타A [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1912&Page=1
184,신기술,ASP00001S1001201200783,개인 정보보호,온라인,2012-03-29,2015-03-06,컴퓨터와 인터넷을 사용하는 모든분 ,초급,없음
184,체육,ASP00001J101020120001183,성인벨리댄스 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1909&Page=4
185,기타,ASP00001S1001201550466,목민 테스트,온라인,2015-06-02,2015-06-26,없음,초급,없음
185,예술,ASP00001J101020120001181,성인통기타 [온라인수강신청] ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1911&Page=4
186,언어,ASP00001S1001201550472,新 HSK 4급 유형 정리반,온라인,2015-07-01,2016-01-31,HSK 4급 입문자 HSK를 처음 접하는 분  HSK 3급은 쉽고 4급 어려운 분  유형별로 문제 푸는 요령을 배우고 싶은분  단기간에 유형 및 전략을 파악하고 4급을 취득하시려는 분  중국어 초급을 학습하신 분  중국어의 기본 구조와 어법을 기초부터 잡고 싶은 분  어휘량을 늘리고 싶은 분  ,초급,없음
186,체육,ASP00001J101020120001177,아동벨리댄스 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1916&Page=4
187,체육,ASP00001J101020120001131,발레A(초급) [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1926&Page=2
187,신기술,ASP00001S1001201200784,왕 초보! 컴퓨터 시작하기,온라인,2012-03-29,2014-02-28,컴퓨터를 처음사용하는 시민고객,입문,없음
188,자기계발,ASP00001S1001201550473,HSK 3급 합격 보장반,온라인,2015-07-01,2016-01-31,新 HSK를 처음 접하는 입문자  중국어 기초를 학습하신 분(4개월 이상)  단기간에 유형 및 전략을 파악하고 3급을 취득하시려는 분  신HSK 3급 모든 영역(듣기 독해 쓰기)을 한번에  공부하기를 원하는 분  중국어의 기본 구조와 어법을 기초부터 잡고 싶은 분  어휘량을 늘리고 싶은 분 (상용어휘 600개) ,초급,없음
188,요리,ASP00001J101020120001139,오감발달 꼬마요리사 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1915&Page=3
189,요리,ASP00001J101020120001178,오감발달 꼬마요리사 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1915&Page=4
189,신기술,ASP00001S1001201200785,왕 초보! 인터넷 시작하기,온라인,2012-03-29,2014-02-28,인터넷을 처음 시작하는 시민고객,입문,없음
190,기타,ASP00001S1001201200786,Flash CS3,온라인,2012-03-29,2013-12-31,애니메이션 등 그래픽 영상에 관심있고 남들과 차별되는 아이디어 홍보나 기획을 하고 싶은 직장인과 플래시 애니메이션의 다양한 활용방법을 배우고 응용하고 싶은 근로자. ,초급,없음
190,체육,ASP00001J101020120001179,요가A [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1914&Page=4
191,자기계발,ASP00001S1001201550474,HSK 4급 실전 문제반 I,온라인,2015-07-01,2016-01-31,新 HSK 4급 입문자  중국어 초급을 학습하신 분  HSK 4급 유형 정리반을 학습하신 분  단기간에 실전 문제유형을 파악하고 4급을  취득하시려는 분  실전 문제풀이를 통해 문제풀이 연습하고 싶으신 분  어휘량을 늘리고 싶은 분  중국어 실력을 단기간에 올리고 싶은 분. ,초급,없음
191,체육,ASP00001J101020120001161,초등벨리댄스 [전화 및 방문접수]      ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1938&Page=2
192,자기계발,ASP00001S1001201550475,HSK 4급 실전 문제반 Ⅱ,온라인,2015-07-01,2016-01-31,新 HSK 4급 입문자  중국어 초급을 학습하신 분  HSK 4급 유형 정리반을 학습하신 분  단기간에 실전 문제유형을 파악하고 4급을  취득하시려는 분  실전 문제풀이를 통해 문제풀이 연습하고 싶으신 분  어휘량을 늘리고 싶은 분  중국어 실력을 단기간에 올리고 싶은 분. ,초급,없음
192,예술,ASP00001J101020120001140,성인통기타 [온라인수강신청] ,오프라인,2014-11-26,2020-09-04,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1911&Page=3
193,자기계발,ASP00001S1001201550476,HSK 5급 쓰기 합격 보장반,온라인,2015-07-01,2016-01-31,신HSK 5급 준비생 (4급 취득자)  유형정리를 함과 동시에 실전감각을 확실하게 익히고 싶은 분  HSK 5급 듣기 부분을 집중적으로 공부하고 싶은 분  지문 유형별 질문과 관련 어휘 학습 및 정리가 필요한 학생 ,중급,없음
193,예술,ASP00001I120420120000927,노래교실,오프라인,2012-12-24,2102-12-31,없음,없음,http://jachi.mapo.go.kr/JUMIN/sub03/sub03_01_view.aspx?LectureCode=1521
194,예술,ASP0000120120002393,노래교실,오프라인,2012-12-24,2102-12-31,없음,없음,http://jachi.mapo.go.kr/JUMIN/sub03/sub03_01_view.aspx?LectureCode=1521
194,자기계발,ASP00001S1001201550507,직업상담사 2급_[문제풀이] 직업상담학,온라인,2015-07-17,2016-01-31,직업상담사 2급 취득을 원하는 분,초급,없음
195,신기술,ASP00001S1001201200789,UCC만들기(Movie Maker),온라인,2012-03-29,2013-12-31,일반(직장인-취업준비생) 고등학생 대학생 디자이너 관련직종 종사자 관심있는 분 기타 ,초급,없음
195,언어,ASP00001J101020120000982,결혼이민자를 위한 한국어교실_초급반 [온라인수강신청] ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1692&Page=1
196,신기술,ASP00001S1001201200790,Adobe Acrobat 9 Pro,온라인,2012-03-29,2013-12-31,일반(직장인-취업준비생) 초등학생 중학생 고등학생 대학생 프로그래머 디자이너 관련직종 종사자 관심있는 분 기타 ,초급,없음
196,언어,ASP00001J101020120001018,결혼이민자를 위한 한국어교실_고급반 [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1535&Page=16
197,언어,ASP00001J101020120000981,결혼이민자를 위한 한국어교실_실천반 [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1693&Page=1
197,자기계발,ASP00001S1001201550508,직업상담사 2급_[문제풀이] 직업심리학,온라인,2015-07-17,2016-01-31,직업상담사 2급 취득을 원하는 분 ,초급,없음
198,신기술,ASP00001S1001201200791,MS Word 2010,온라인,2012-03-29,2013-12-31,자격증 수험생 하드웨어 관련 종사자 일반(직장인-취업준비생) 초등학생 중학생 고등학생 대학생 프로그래머 디자이너 관련직종 종사자 관심있는 분 기타 ,중급,없음
198,언어,ASP00001J101020120000980,외국인근로자 한국어교실 [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1694&Page=1
199,자기계발,ASP00001S1001201550509,직업상담사 2급_[문제풀이] 직업정보론,온라인,2015-07-17,2016-01-31,직업상담사 2급 취득을 원하는 분 ,초급,없음
199,예술,ASP00001J101020120001044,통기타 (토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1760&Page=2
200,자기계발,ASP00001S1001201200792,멀티미디어 콘텐츠 제작전문가 (필기),온라인,2012-03-29,2014-02-28,자격증 수험생 일반(직장인-취업준비생) 대학생 디자이너 관련직종 종사자 관심있는 분 기타 ,중급,없음
200,예술,ASP00001J101020120001045,플룻 (토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1759&Page=2
201,언어,ASP00001J101020120000991,아동영어 고급 [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1717&Page=1
201,자기계발,ASP00001S1001201550510,직업상담사 2급_[문제풀이] 노동시장론,온라인,2015-07-17,2016-01-31,2015 최신개정판 직업상담사 2급 기출예상문제집 ,초급,없음
202,기타,ASP00001J101020120001046,TQS 생명과학 (토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1758&Page=2
202,자기계발,ASP00001S1001201550511,직업상담사 2급_[문제풀이] 노동관계법규,온라인,2015-07-17,2016-01-31,직업상담사 2급 취득을 원하는 분 ,초급,없음
203,신기술,ASP00001S1001201200793,Windows 7,온라인,2012-03-29,2013-12-31,window7에 관심있는 모든 주민 ,중급,없음
203,기타,ASP00001J101020120001031,독서논술 (토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1773&Page=1
204,자기계발,ASP00001S1001201550517,[주택관리사] 주택관리 관계법규-문제풀이(2015),온라인,2015-07-20,2016-01-31,없음,초급,없음
204,자기계발,ASP00001J101020120000984,한자교실 [전화 및 방문접수]      ,오프라인,2012-07-27,2020-09-12,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1703&Page=1
205,기타,ASP00001S1001201200795,다문화 이해 제고,온라인,2012-03-30,2013-12-31,다문화 이해에 관심이 높은 시민 고객,초급,없음
205,체육,ASP00001J101020120001032,풍물 (놀토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1772&Page=1
206,자기계발,ASP00001S1001201550518,[주택관리사] 공동주택 관리실무-문제풀이(2015),온라인,2015-07-20,2016-01-31,없음,초급,없음
206,체육,ASP00001J101020120001033,키즈밸리 (토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1771&Page=1
207,신기술,ASP00001S1001201200796,AutoCAD 초급,온라인,2012-03-30,2015-02-28,AutoCAD에 관심있는 모든분 관련업계 종사자 ,초급,없음
207,기타,ASP00001J101020120001034,웅변과 리더십 (일) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1770&Page=1
208,자기계발,ASP00001S1001201550539,[문제풀이] 공인중개사_부동산학개론(2015) ,온라인,2015-07-24,2016-01-31,공인중개사 자격증을 준비하는 학습자,중급,없음
208,언어,ASP00001J101020120000992,아동영어 초급 [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1716&Page=1
209,신기술,ASP00001S1001201200797,동영상으로 이해하는 아이폰4G 사용법,온라인,2012-03-30,2013-12-31,iPhone을 사용하는 시민 iPone에 관심있는 모든 시민 ,초급,없음
209,예술,ASP00001J101020120001039,화요드럼 (화) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1765&Page=1
210,자기계발,ASP00001S1001201550540,[문제풀이] 공인중개사_부동산세법(2015),온라인,2015-07-24,2016-01-31,공인중개사 자격증을 준비하는 학습자,중급,없음
210,예술,ASP00001J101020120001040,성인드럼 (화) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1764&Page=1
211,자기계발,ASP00001S1001201550541,[문제풀이] 공인중개사_부동산공법(2015),온라인,2015-07-24,2016-01-31,공인중개사 자격증을 준비하는 학습자,중급,없음
211,예술,ASP00001J101020120001041,뎃생 (토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1763&Page=2
212,신기술,ASP00001S1001201200798,안드로이드 개발자 과정,온라인,2012-03-30,2013-12-31,안드로이드 개발에 관심이 있는 시민 프로그래머 하드웨어 관련 종사자 관련업무 종사자  ,중급,없음
212,예술,ASP00001J101020120001042,토요드럼 (토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1762&Page=2
213,자기계발,ASP00001S1001201550542,[문제풀이] 공인중개사_부동산공시법(2015),온라인,2015-07-24,2016-01-31,공인중개사 자격증을 준비하는 학습자,중급,없음
213,예술,ASP00001J101020120001043,성인드럼 (수) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1761&Page=2
214,요리,ASP00001J101020120001037,쿠키만들기 (놀토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1767&Page=1
214,신기술,ASP00001S1001201200799,트위터 페이스북 QR코드 사용법,온라인,2012-03-30,2014-02-28,트위터 페이스북 QR코드 사용법에 관심있는 모든 시민 ,초급,없음
215,자기계발,ASP00001S1001201550543,[문제풀이] 공인중개사_민법 및 민사특별법(2015),온라인,2015-07-24,2016-01-31,공인중개사 자격증을 준비하는 학습자,중급,없음
215,언어,ASP00001J101020120000993,아동영어 기초 [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1715&Page=1
216,신기술,ASP00001S1001201200800,MS-SQL Server 2005,온라인,2012-03-30,2014-02-28,MS-SQL에 관심있으신 모든분 프로그래머 하드웨어 관련 종사자 관련업무 종사자  ,중급,없음
216,기타,ASP00001J101020120001038,놀토드럼 (놀토) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1766&Page=1
217,자기계발,ASP00001S1001201550544,[문제풀이] 공인중개사_공인중개사법령 및 중개실무(2015),온라인,2015-07-24,2016-01-31,공인중개사 자격증을 준비하는 학습자,중급,없음
217,체육,ASP00001J101020120001035,키즈밸리 (수금) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1769&Page=1
218,요리,ASP00001J101020120000994,아동파티쉐 [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1714&Page=1
218,신기술,ASP00001S1001201200801,엑셀2007,온라인,2012-03-30,2013-12-31,엑셀을 배우고자하는 모든 시민 ,초급,없음
219,자기계발,ASP00001S1001201550652,2015년 Grace 전산회계1급(실기),온라인,2015-08-07,2016-01-31,없음,초급,없음
219,예술,ASP00001J101020120000986,피아노E [전화 및 방문접수]      ,오프라인,2012-07-27,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1713&Page=1
220,신기술,ASP00001S1001201200802,워드프로세서1급 실기,온라인,2012-03-30,2012-09-24,워드프로세서1급 실기시험을 준비하려는 모든분 ,고급,없음
220,기타,ASP00001J101020120001036,주산식암산 (일) [전화 및 방문접수]      ,오프라인,2012-07-27,2021-03-06,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1768&Page=1
