,genre,code,name,type,startdate,enddate,target,level,url
221,자기계발,ASP00001S1001201550653,2015년 Grace 전산회계1급(필기),온라인,2015-08-07,2016-01-31,없음,초급,없음
221,언어,ASP00001J101020120001019,결혼이민자를 위한 한국어교실_중급반 [전화 및 방문접수]      ,오프라인,2012-04-18,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1534&Page=16
222,자기계발,ASP00001S1001201200803,정보처리기사 - 실기,온라인,2012-03-30,2014-02-28,정보처리기사 실기시험을 준비하시는 분  ,고급,없음
222,기타,ASP00001J101020120000995,한글대학(중급) [전화 및 방문접수]      ,오프라인,2012-04-18,2021-06-14,없음,없음,http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1722&Page=1
223,예술,ASP00001I125420120000016,  풍물교실,오프라인,2011-12-19,2500-12-31,없음,없음,http://sd.go.kr/main/dong.do?mCode=12A050010000&op=lectureView&l_sid=284&state=접수중
223,자기계발,ASP00001S1001201550654,2015년 Grace 전산회계2급(필기),온라인,2015-08-07,2016-01-31,없음,초급,없음
224,자기계발,ASP00001S1001201550655,2015년 Grace 전산회계2급(실기),온라인,2015-08-07,2016-01-31,없음,초급,없음
225,예술,ASP00001S1001201200804,이지포토,온라인,2012-03-30,2014-02-28,이지포토 프로그램을 이용해 이미지를 편집에 관심있는 모든 시민 ,초급,없음
226,자기계발,ASP00001S1001201550682,2015년 Grace 전산세무2급(실기),온라인,2015-08-24,2016-01-31,없음,초급,없음
227,자기계발,ASP00001S1001201200805,정보처리기사 - 필기,온라인,2012-03-30,2014-02-28,정보처리기사 필기 자격증 시험을 준비하시는 분 ,고급,없음
228,기타,ASP00001S1001201550725,목민테스트(2),온라인,2015-09-07,2015-09-30,없음,입문,없음
229,자기계발,ASP00001S1001201550726,2015년 Grace 전산세무2급(필기),온라인,2015-09-08,2016-01-31,없음,초급,없음
230,기타,ASP00001S1001201200816,기업을 바꾸는 가족친화경영,온라인,2012-04-05,2013-12-31,조직문화 업무 담당자 및 기업 경쟁력 강화를 위한 전략 수립에 종사하는 자가족 같은 조직문화를 만들고자 하는 기업 및 공사 전 임직원  ,초급,없음
231,기타,ASP00001S1001201200835,이 땅에 새겨진 2000년 건축,온라인,없음,없음,없음,초급,없음
232,자기계발,ASP00001S1001201200836,피터 드러커의 자기계발,온라인,없음,없음,없음,초급,없음
233,기타,ASP00001S1001201200837,Change Makes Chance,온라인,없음,없음,없음,초급,없음
234,기타,ASP00001S1001201200838,직장생활 역전의 Know-how,온라인,없음,없음,없음,초급,없음
235,기타,ASP00001S1001201200839,하모니 리더십,온라인,없음,없음,없음,초급,없음
236,기타,ASP00001S1001201200840,CEO의 마음경영,온라인,없음,없음,없음,초급,없음
237,예술,ASP00001S1001201200843,미술로 보는 창의력의 세계,온라인,없음,없음,없음,초급,없음
238,신기술,ASP00001S1001201200844,소셜 네트워크의 트렌드,온라인,없음,없음,없음,초급,없음
239,기타,ASP00001S1001201200845,신화 잃어버린 상상력을 복원하라,온라인,없음,없음,없음,초급,없음
240,기타,ASP00001S1001201200846,완벽 다이어트 멘토링,온라인,없음,없음,없음,초급,없음
241,예술,ASP00001S1001201200848,명작의 조건과 장인정신,온라인,없음,없음,없음,초급,없음
242,언어,ASP00001S1001201200849,영어 만화 와탕카,온라인,없음,없음,없음,초급,없음
243,기타,ASP00001S1001201550780,?щ?愿?由ъ?諛?,온라인,2015-10-10,2016-01-31,紐⑤? ?????,입문,없음
244,기타,ASP00001S1001201200852,직장인 스트레스 아웃 솔루션,온라인,없음,없음,없음,초급,없음
245,기타,ASP00001S1001201200853,세상을 보는 삶의 지혜,온라인,없음,없음,없음,초급,없음
246,기타,ASP00001S1001201550781,???3.0???댄?,온라인,2015-10-10,2016-01-31,紐⑤? ?????,입문,없음
247,기타,ASP00001S1001201200855,마음조절법칙5,온라인,없음,없음,없음,초급,없음
248,기타,ASP00001S1001201200856,리더들의 유머 성공전략,온라인,없음,없음,없음,초급,없음
249,기타,ASP00001S1001201550794,계산과학의 이해,온라인,2015-10-30,2016-12-31,없음,초급,없음
250,자기계발,ASP00001S1001201200865,[기본이론] 인간행동과 사회환경,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,입문,없음
251,기타,ASP00001S1001201550795,재활공학의 이해,온라인,2015-11-01,2016-12-31,없음,초급,없음
252,자기계발,ASP00001S1001201200866,[기본이론] 사회복지조사론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,입문,없음
253,기타,ASP00001S1001201550796,시각장애인 수학통계,온라인,2015-11-01,2016-12-31,없음,초급,없음
254,자기계발,ASP00001S1001201200868,[기본이론] 사회복지실천기술론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,입문,없음
255,자기계발,ASP00001S1001201200869,[기본이론] 지역사회복지론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,입문,없음
256,자기계발,ASP00001S1001201200870,[기본이론] 사회복지정책론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,입문,없음
257,자기계발,ASP00001S1001201200871,[기본이론] 사회복지행정론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,입문,없음
258,자기계발,ASP00001S1001201200872,[기본이론] 사회복지법제론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,입문,없음
259,자기계발,ASP00001S1001201200873,[문제풀이] 사회복지법제론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,중급,없음
260,자기계발,ASP00001S1001201200874,[문제풀이] 사회복지행정론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,중급,없음
261,자기계발,ASP00001S1001201200875,[문제풀이] 사회복지정책론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,중급,없음
262,자기계발,ASP00001S1001201200876,[문제풀이] 지역사회복지론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,중급,없음
263,자기계발,ASP00001S1001201550804,자산관리와 재무설계,온라인,2015-11-16,2016-12-31,없음,초급,없음
264,기타,ASP00001S3052201550805,저축과 신용관리,온라인,2015-11-16,2016-12-31,없음,초급,없음
265,기타,ASP00001S3052201550806,합리적인 금융투자와 투자자 보호제도,온라인,2015-11-16,2016-12-31,없음,초급,없음
266,기타,ASP00001S3052201550807,서민금융지원제도와 채무조정제도,온라인,2015-11-16,2016-12-31,없음,초급,없음
267,기타,ASP00001S3052201550808,생애주기별 예산설계와 자산관리,온라인,2015-11-16,2016-12-31,없음,초급,없음
268,자기계발,ASP00001S1001201200877,[문제풀이] 사회복지실천기술론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,중급,없음
269,기타,ASP00001S3052201550809,부채관리와 대출,온라인,2015-11-16,2016-12-31,없음,초급,없음
270,예술,ASP00001S1001201550810,20세기의 사상가들 : 후설 초월적 환원을 위한 투쟁,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,없음
271,자기계발,ASP00001S1001201200880,[문제풀이] 인간행동과 사회환경,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,중급,없음
272,자기계발,ASP00001S1001201200879,[문제풀이] 사회복지조사론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분 ,중급,없음
273,자기계발,ASP00001S1001201200878,[문제풀이] 사회복지실천론,온라인,2012-04-27,2013-01-31,사회복지사 1급 자격증 취득을 원하시는 분,중급,없음
274,자기계발,ASP00001S1001201200894,[기초이론] 회계원리,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,입문,없음
275,자기계발,ASP00001S1001201200891,[필기] 워드프로세서,온라인,2012-04-27,2013-01-31,워드프로세서 1급 자격증 취득을 원하시는 분 ,중급,없음
276,자기계발,ASP00001S1001201200890,[필기] 사무자동화산업기사,온라인,2012-04-27,2013-01-31,정보처리산업기사 자격증 취득을 원하시는 분 ,중급,없음
277,자기계발,ASP00001S1001201200889,[필기] 정보처리(산업)기사,온라인,2012-04-27,2013-01-31,정보처리산업기사 자격증 취득을 원하시는 분 ,중급,없음
278,자기계발,ASP00001S1001201200888,[필기] 정보기기운용기능사,온라인,2012-04-27,2013-01-31,정보기기운용기능사 자격증 취득을 원하시는 분,중급,없음
279,신기술,ASP00001S1001201200887,[실기] 워드프로세서 1급,온라인,2012-04-27,2013-01-31,워드프로세서 1급 자격증 취득을 원하시는 분 ,중급,없음
280,신기술,ASP00001S1001201200886,[실기] 사무자동화산업기사,온라인,2012-04-27,2013-01-31,사무자동화산업기사 자격증 취득을 원하시는 분 ,중급,없음
282,신기술,ASP00001S1001201200885,[실기] 정보처리(산업)기사,온라인,2012-04-27,2013-01-31,정보처리(산업)기사 자격증 취득을 원하시는 분 ,중급,없음
283,기타,ASP00001p1001201650844,개인정보관리사 과정 ,온라인,없음,없음,없음,초급,없음
284,자기계발,ASP00001S1001201650847,직업상담사 2급_2016년[기본이론]노동시장론(1차시험),온라인,2016-02-05,2016-12-31,직업상담사 2급 취득을 원하는 학습자,초급,없음
285,신기술,ASP00001S1001201200884,[실기] 정보기기운용기능사,온라인,2012-04-27,2013-01-31,정보기기운용기능사 자격증 취득을 원하시는 분 ,중급,없음
286,자기계발,ASP00001S1001201650848,직업상담사 2급_2016년[기본이론]직업정보론(1차시험),온라인,2016-02-05,2016-12-31,직업상담사 2급을 취득하길 원하는 학습자,초급,없음
287,자기계발,ASP00001S1001201200896,[기초이론] 공동주택 관리실무,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,입문,없음
288,자기계발,ASP00001S1001201650849,직업상담사 2급_2016년[기본이론]노동관계법규(1차시험),온라인,2016-02-05,2016-12-31,직업상담사 2급 취득을 원하시는 학습자,초급,없음
289,자기계발,ASP00001S1001201200895,[기초이론] 주택관리 관계법규,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,입문,없음
290,자기계발,ASP00001S1001201650850,직업상담사 2급_2016년[기본이론]직업심리학(1차시험),온라인,2016-02-05,2016-12-31,직업상담사 2급 취득을 원하시는 학습자,초급,없음
291,자기계발,ASP00001S1001201200901,[기본이론] 공동주택 관리실무,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,초급,없음
292,자기계발,ASP00001S1001201650851,직업상담사 2급_2016년[기본이론]직업상담학(1차시험),온라인,2016-02-05,2016-12-31,직업상담사 2급 취득을 원하시는 학습자,초급,없음
293,자기계발,ASP00001S1001201200893,[기초이론] 민법,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,입문,없음
294,자기계발,ASP00001S1001201200900,[기본이론] 주택관리 관계법규,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,초급,없음
295,자기계발,ASP00001S1001201200892,[기초이론] 공동주택 시설개론,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,입문,없음
296,자기계발,ASP00001S1001201200899,[기본이론] 공동주택 시설개론,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,초급,없음
297,자기계발,ASP00001S1001201200905,[문제풀이] 공동주택 관리실무,온라인,2012-04-27,2012-07-01,주택관리사 자격증 취득을 원하시는 분,중급,없음
298,자기계발,ASP00001S1001201200898,[기본이론] 회계원리,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,초급,없음
299,자기계발,ASP00001S1001201200897,[기본이론] 민법,온라인,2012-04-27,2013-01-31,주택관리사 자격증 취득을 원하시는 분,초급,없음
300,자기계발,ASP00001S1001201200904,[문제풀이] 공동주택 시설개론,온라인,2012-04-27,2012-07-01,주택관리사 자격증 취득을 원하시는 분,중급,없음
301,자기계발,ASP00001S1001201200903,[문제풀이] 회계원리,온라인,2012-04-27,2012-07-01,주택관리사 자격증 취득을 원하시는 분,중급,없음
302,자기계발,ASP00001S1001201200902,[문제풀이] 민법,온라인,2012-04-27,2012-07-01,주택관리사 자격증 취득을 원하시는 분,중급,없음
303,언어,ASP00001S1001201200908,[회화] 일본가서 바로 써먹는 배낭여행 일본어(신주쿠편) ,온라인,2012-04-27,2013-01-31,1. 일본 여행을 계획중이신 분 2. 일본어 회화에 관심 있으신 분,초급,없음
304,자기계발,ASP00001S1001201200909,JLPT 일본어능력시험 N3 ,온라인,2012-04-27,2013-01-31,JLPT 일본어능력시험을 준비하시는 분,중급,없음
305,자기계발,ASP00001S1001201200912,JLPT 일본어능력시험 N5 ,온라인,2012-04-27,2013-01-31,JLPT 일본어능력시험을 준비하시는 분,중급,없음
306,기타,ASP00001S1001201200913,시험에 강한 시사상식 ,온라인,2012-04-27,2013-01-31,시사상식에 관한 지식 습득을 원하시는 분,초급,없음
307,기타,ASP00001S1001201200914,재미있는 부동산 경매 첫걸음 ,온라인,2012-04-27,2013-01-31,부동산 경매 절차에 대한 이해가 필요하신 분,입문,없음
308,기타,ASP00001S1001201200915,재미있는 최신 부동산 재테크상식 ,온라인,2012-04-27,2013-01-31,부동산 재태크 노하우가 필요하신 분,입문,없음
309,신기술,ASP00001S1001201200916,프리웨어를 활용한 사진 편집 ,온라인,2012-04-27,2013-01-31,사진 편집 기술을 배우고자 하시는 분,초급,없음
310,자기계발,ASP00001S1001201200918,[기본이론] 법학개론,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,초급,없음
311,자기계발,ASP00001S1001201200919,[기본이론] 경비업법,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,초급,없음
312,자기계발,ASP00001S1001201200920,[기본이론] 민간경비론,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,초급,없음
313,자기계발,ASP00001S1001201200921,[기본이론] 경호학 ,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,초급,없음
314,자기계발,ASP00001S1001201200922,[문제풀이] 경비업법,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,중급,없음
315,자기계발,ASP00001S1001201200923,[문제풀이] 법학개론,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,중급,없음
316,자기계발,ASP00001S1001201200924,[문제풀이] 민간경비론,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,중급,없음
317,자기계발,ASP00001S1001201200925,[문제풀이] 경호학 ,온라인,2012-04-27,2013-01-31,경비지도사 자격증 취득을 원하시는 분,중급,없음
318,자기계발,ASP00001S1001201200926,[기초이론] 중개사법령 및 실무,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,입문,없음
319,자기계발,ASP00001S1001201200927,[기초이론] 부동산세법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,입문,없음
320,자기계발,ASP00001S1001201200928,[기초이론] 민법 및 민사특별법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,입문,없음
321,자기계발,ASP00001S1001201200929,[기초이론] 부동산공시법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,입문,없음
322,자기계발,ASP00001S1001201200930,[기초이론] 부동산공법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,입문,없음
323,자기계발,ASP00001S1001201200931,[기초이론] 부동산학개론,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,입문,없음
324,자기계발,ASP00001S1001201200932,[기본이론] 중개사법령 및 실무,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,초급,없음
325,자기계발,ASP00001S1001201200933,[기본이론] 부동산세법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,입문,없음
326,자기계발,ASP00001S1001201200934,[기본이론] 민법 및 민사특별법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,초급,없음
327,자기계발,ASP00001S1001201200935,[기본이론] 부동산공시법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,초급,없음
328,자기계발,ASP00001S1001201200936,[기본이론] 부동산학개론,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,초급,없음
329,자기계발,ASP00001S1001201200937,[기본이론] 부동산공법,온라인,2012-04-27,2013-01-31,공인중개사 자격증 취득을 원하시는 분,초급,없음
330,자기계발,ASP00001S1001201200938,[기본이론] 화물운송론,온라인,2012-04-27,2013-01-31,물류관리사 자격증 취득을 원하시는 분,초급,없음
331,자기계발,ASP00001S1001201200939,[기본이론] 보관하역론,온라인,2012-04-27,2013-01-31,물류관리사 자격증 취득을 원하시는 분,초급,없음
